id,number,name,types,H,A,B,C,D,S,total,images,ability,s_ability,nameKo,grade,prevEvolutions,nextEvolutions,note
7901,222,corsola-galar,"[""고스트""]",60,55,100,65,100,30,410,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10173.png"",""https://play.pokemonshowdown.com/sprites/ani/corsola-galar.gif""]","[""깨어진갑옷""]","[""저주받은바디""]",가라르 코산호,,[],"[""산호르곤""]",
7902,263,zigzagoon-galar,"[""노말"",""악""]",38,30,41,30,41,60,240,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10174.png"",""https://play.pokemonshowdown.com/sprites/ani/zigzagoon-galar.gif""]","[""픽업"",""먹보""]","[""속보""]",가라르 지그제구리,,[],"[""직구리""]",
7903,264,linoone-galar,"[""노말"",""악""]",78,70,61,50,61,100,420,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10175.png"",""https://play.pokemonshowdown.com/sprites/ani/linoone-galar.gif""]","[""픽업"",""먹보""]","[""속보""]",가라르 직구리,,"[""지그제구리""]","[""가로막구리""]",
7904,554,darumaka-galar,"[""얼음""]",70,90,45,15,45,50,315,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10176.png"",""https://play.pokemonshowdown.com/sprites/ani/darumaka-galar.gif""]","[""의욕""]","[""정신력""]",가라르 달막화,,[],"[""불비달마""]",
7905,10177,darmanitan-galar-standard,"[""얼음""]",105,140,55,30,55,95,480,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10177.png"",""https://play.pokemonshowdown.com/sprites/ani/darmanitan-galar-standard.gif""]","[""무아지경""]","[""달마모드""]",가라르 불비달마,,"[""달막화""]",[],
7906,10177,darmanitan-galar-zen,"[""불꽃"",""얼음""]",105,160,55,30,55,135,540,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10178.png"",""https://play.pokemonshowdown.com/sprites/ani/darmanitan-galar-zen.gif""]","[""무아지경""]","[""달마모드""]",가라르 불비달마,,"[""달막화""]",[],
7907,562,yamask-galar,"[""고스트"",""땅""]",38,55,85,30,65,30,303,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10179.png"",""https://play.pokemonshowdown.com/sprites/ani/yamask-galar.gif""]","[""떠도는영혼""]",[],가라르 데스마스,,[],"[""데스니칸"",""데스판""]",
7908,618,stunfisk-galar,"[""강철"",""땅""]",109,81,99,66,84,32,471,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10180.png"",""https://play.pokemonshowdown.com/sprites/ani/stunfisk-galar.gif""]","[""의태""]",[],가라르 메더,,[],[],
7909,10181,zygarde-10,"[""드래곤"",""땅""]",54,100,71,61,85,115,486,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10181.png"",""https://play.pokemonshowdown.com/sprites/ani/zygarde-10.gif""]","[""오라브레이크""]",[],지가르데,,[],[],
7910,10182,cramorant-gulping,"[""물"",""비행""]",70,85,55,85,95,85,475,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10182.png"",""https://play.pokemonshowdown.com/sprites/ani/cramorant-gulping.gif""]","[""그대로꿀꺽미사일""]",[],윽우지,,[],[],
7911,10183,cramorant-gorging,"[""물"",""비행""]",70,85,55,85,95,85,475,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10183.png"",""https://play.pokemonshowdown.com/sprites/ani/cramorant-gorging.gif""]","[""그대로꿀꺽미사일""]",[],윽우지,,[],[],
7912,10184,toxtricity-low-key,"[""독"",""전기""]",75,98,70,114,70,75,502,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10184.png"",""https://play.pokemonshowdown.com/sprites/ani/toxtricity-low-key.gif""]","[""펑크록"",""마이너스""]","[""테크니션""]",스트린더,,"[""일레즌""]",[],
7913,10185,eiscue-noice,"[""얼음""]",75,80,70,65,50,130,470,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10185.png"",""https://play.pokemonshowdown.com/sprites/ani/eiscue-noice.gif""]","[""아이스페이스""]",[],빙큐보,,[],[],
7914,10186,indeedee-female,"[""노말"",""에스퍼""]",70,55,65,95,105,85,475,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10186.png"",""https://play.pokemonshowdown.com/sprites/ani/indeedee-female.gif""]","[""마이페이스"",""싱크로""]","[""사이코메이커""]",에써르,,[],[],
7915,10187,morpeko-hangry,"[""악"",""전기""]",58,95,58,70,58,97,436,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10187.png"",""https://play.pokemonshowdown.com/sprites/ani/morpeko-hangry.gif""]","[""꼬르륵스위치""]",[],모르페코,,[],[],
7916,10188,zacian-crowned,"[""강철"",""페어리""]",92,150,115,80,115,148,700,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10188.png"",""https://play.pokemonshowdown.com/sprites/ani/zacian-crowned.gif""]","[""불요의검""]",[],자시안,,[],[],
7917,10189,zamazenta-crowned,"[""강철"",""격투""]",92,120,140,80,140,128,700,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10189.png"",""https://play.pokemonshowdown.com/sprites/ani/zamazenta-crowned.gif""]","[""불굴의방패""]",[],자마젠타,,[],[],
7918,10190,eternatus-eternamax,"[""독"",""드래곤""]",255,115,250,125,250,130,1125,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10190.png"",""https://play.pokemonshowdown.com/sprites/ani/eternatus-eternamax.gif""]","[""프레셔""]",[],무한다이노,,[],[],
7919,10191,urshifu-rapid-strike,"[""격투"",""물""]",100,130,100,63,60,97,550,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10191.png"",""https://play.pokemonshowdown.com/sprites/ani/urshifu-rapid-strike.gif""]","[""보이지않는주먹""]",[],우라오스 연격의 태세,,"[""치고마""]",[],
7920,10192,zarude-dada,"[""악"",""풀""]",105,120,105,70,95,105,600,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10192.png"",""https://play.pokemonshowdown.com/sprites/ani/zarude-dada.gif""]","[""리프가드""]",[],자루도,,[],[],
7921,10193,calyrex-ice,"[""얼음"",""에스퍼""]",100,165,150,85,130,50,680,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10193.png"",""https://play.pokemonshowdown.com/sprites/ani/calyrex-ice.gif""]","[""혼연일체""]",[],백마 버드렉스,,[],[],
7922,10194,calyrex-shadow,"[""고스트"",""에스퍼""]",100,85,80,165,100,150,680,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10194.png"",""https://play.pokemonshowdown.com/sprites/ani/calyrex-shadow.gif""]","[""혼연일체""]",[],흑마 버드렉스,,[],[],
7923,3,venusaur-gmax,"[""독"",""풀""]",80,82,83,100,100,80,525,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10195.png"",""https://play.pokemonshowdown.com/sprites/ani/venusaur-gmax.gif""]","[""심록""]","[""엽록소""]",거다이 이상해꽃,,"[""이상해풀""]",[],
7924,6,charizard-gmax,"[""불꽃"",""비행""]",78,84,78,109,85,100,534,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10196.png"",""https://play.pokemonshowdown.com/sprites/ani/charizard-gmax.gif""]","[""맹화""]","[""선파워""]",거다이 리자몽,,"[""리자드""]",[],
7925,9,blastoise-gmax,"[""물""]",79,83,100,85,105,78,530,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10197.png"",""https://play.pokemonshowdown.com/sprites/ani/blastoise-gmax.gif""]","[""급류""]","[""젖은접시""]",거다이 거북왕,,"[""어니부기""]",[],
7926,12,butterfree-gmax,"[""벌레"",""비행""]",60,45,50,90,80,70,395,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10198.png"",""https://play.pokemonshowdown.com/sprites/ani/butterfree-gmax.gif""]","[""복안""]","[""색안경""]",거다이 버터플,,"[""단데기""]",[],
7927,25,pikachu-gmax,"[""전기""]",35,55,40,50,50,90,320,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10199.png"",""https://play.pokemonshowdown.com/sprites/ani/pikachu-gmax.gif""]","[""정전기""]","[""피뢰침""]",거다이 피카츄,,"[""피츄""]","[""라이츄""]",
7928,52,meowth-gmax,"[""노말""]",40,45,35,40,40,90,290,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10200.png"",""https://play.pokemonshowdown.com/sprites/ani/meowth-gmax.gif""]","[""픽업"",""테크니션""]","[""긴장감""]",거다이 나옹,,[],"[""페르시온"",""나이킹""]",
7929,68,machamp-gmax,"[""격투""]",90,130,80,65,85,55,505,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10201.png"",""https://play.pokemonshowdown.com/sprites/ani/machamp-gmax.gif""]","[""근성"",""노가드""]","[""불굴의마음""]",거다이 괴력몬,,"[""근육몬""]",[],
7930,94,gengar-gmax,"[""고스트"",""독""]",60,65,60,130,75,110,500,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10202.png"",""https://play.pokemonshowdown.com/sprites/ani/gengar-gmax.gif""]","[""저주받은바디""]",[],거다이 팬텀,,"[""고우스트""]",[],
7931,99,kingler-gmax,"[""물""]",55,130,115,50,50,75,475,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10203.png"",""https://play.pokemonshowdown.com/sprites/ani/kingler-gmax.gif""]","[""괴력집게"",""조가비갑옷""]","[""우격다짐""]",거다이 킹크랩,,"[""크랩""]",[],
7932,131,lapras-gmax,"[""물"",""얼음""]",130,85,80,85,95,60,535,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10204.png"",""https://play.pokemonshowdown.com/sprites/ani/lapras-gmax.gif""]","[""저수"",""조가비갑옷""]","[""촉촉바디""]",거다이 라프라스,,[],[],
7933,133,eevee-gmax,"[""노말""]",55,55,50,45,65,55,325,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10205.png"",""https://play.pokemonshowdown.com/sprites/ani/eevee-gmax.gif""]","[""도주"",""적응력""]","[""위험예지""]",거다이 이브이,,[],"[""샤미드"",""쥬피썬더"",""부스터"",""에브이"",""블래키"",""리피아"",""글레이시아"",""님피아""]",
7934,143,snorlax-gmax,"[""노말""]",160,110,65,65,110,30,540,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10206.png"",""https://play.pokemonshowdown.com/sprites/ani/snorlax-gmax.gif""]","[""면역"",""두꺼운지방""]","[""먹보""]",거다이 잠만보,,"[""먹고자""]",[],
7935,569,garbodor-gmax,"[""독""]",80,95,82,60,82,75,474,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10207.png"",""https://play.pokemonshowdown.com/sprites/ani/garbodor-gmax.gif""]","[""악취"",""깨어진갑옷""]","[""유폭""]",거다이 더스트나,,"[""깨봉이""]",[],
7936,809,melmetal-gmax,"[""강철""]",135,143,143,80,65,34,600,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10208.png"",""https://play.pokemonshowdown.com/sprites/ani/melmetal-gmax.gif""]","[""철주먹""]",[],거다이 멜메탈,,[],[],
7937,812,rillaboom-gmax,"[""풀""]",100,125,90,60,70,85,530,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10209.png"",""https://play.pokemonshowdown.com/sprites/ani/rillaboom-gmax.gif""]","[""심록""]","[""그래스메이커""]",거다이 고릴타,,"[""채키몽""]",[],
7938,815,cinderace-gmax,"[""불꽃""]",80,116,75,65,75,119,530,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10210.png"",""https://play.pokemonshowdown.com/sprites/ani/cinderace-gmax.gif""]","[""맹화""]","[""리베로""]",거다이 에이스번,,"[""래비풋""]",[],
7939,818,inteleon-gmax,"[""물""]",70,85,65,125,65,120,530,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10211.png"",""https://play.pokemonshowdown.com/sprites/ani/inteleon-gmax.gif""]","[""급류""]","[""스나이퍼""]",거다이 인텔리레온,,"[""누겔레온""]",[],
7940,823,corviknight-gmax,"[""강철"",""비행""]",98,87,105,53,85,67,495,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10212.png"",""https://play.pokemonshowdown.com/sprites/ani/corviknight-gmax.gif""]","[""프레셔"",""긴장감""]","[""미러아머""]",거다이 아머까오,,"[""파크로우""]",[],
7941,826,orbeetle-gmax,"[""벌레"",""에스퍼""]",60,45,110,80,120,90,505,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10213.png"",""https://play.pokemonshowdown.com/sprites/ani/orbeetle-gmax.gif""]","[""벌레의알림"",""통찰""]","[""텔레파시""]",거다이 이올브,,"[""레돔벌레""]",[],
7942,834,drednaw-gmax,"[""물"",""바위""]",90,115,90,48,68,74,485,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10214.png"",""https://play.pokemonshowdown.com/sprites/ani/drednaw-gmax.gif""]","[""옹골찬턱"",""조가비갑옷""]","[""쓱쓱""]",거다이 갈가부기,,"[""깨물부기""]",[],
7943,839,coalossal-gmax,"[""바위"",""불꽃""]",110,80,120,80,90,30,510,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10215.png"",""https://play.pokemonshowdown.com/sprites/ani/coalossal-gmax.gif""]","[""증기기관"",""불꽃몸""]","[""타오르는불꽃""]",거다이 석탄산,,"[""탄차곤""]",[],
7944,841,flapple-gmax,"[""드래곤"",""풀""]",70,110,80,95,60,70,485,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10216.png"",""https://play.pokemonshowdown.com/sprites/ani/flapple-gmax.gif""]","[""숙성"",""먹보""]","[""의욕""]",거다이 애프룡,,"[""과사삭벌레""]",[],
7945,842,appletun-gmax,"[""드래곤"",""풀""]",110,85,80,100,80,30,485,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10217.png"",""https://play.pokemonshowdown.com/sprites/ani/appletun-gmax.gif""]","[""숙성"",""먹보""]","[""두꺼운지방""]",거다이 단지래플,,"[""과사삭벌레""]",[],
7946,844,sandaconda-gmax,"[""땅""]",72,107,125,65,70,71,510,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10218.png"",""https://play.pokemonshowdown.com/sprites/ani/sandaconda-gmax.gif""]","[""모래뿜기"",""탈피""]","[""모래숨기""]",거다이 사다이사,,"[""모래뱀""]",[],
7947,849,toxtricity-amped-gmax,"[""독"",""전기""]",75,98,70,114,70,75,502,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10219.png"",""https://play.pokemonshowdown.com/sprites/ani/toxtricity-amped-gmax.gif""]","[""펑크록"",""플러스""]","[""테크니션""]",거다이 스트린더,,"[""일레즌""]",[],
7948,851,centiskorch-gmax,"[""벌레"",""불꽃""]",100,115,65,90,90,65,525,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10220.png"",""https://play.pokemonshowdown.com/sprites/ani/centiskorch-gmax.gif""]","[""타오르는불꽃"",""하얀연기""]","[""불꽃몸""]",거다이 다태우지네,,"[""태우지네""]",[],
7949,858,hatterene-gmax,"[""에스퍼"",""페어리""]",57,90,95,136,103,29,510,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10221.png"",""https://play.pokemonshowdown.com/sprites/ani/hatterene-gmax.gif""]","[""치유의마음"",""위험예지""]","[""매직미러""]",거다이 브리무음,,"[""손지브림""]",[],
7950,861,grimmsnarl-gmax,"[""악"",""페어리""]",95,120,65,95,75,60,510,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10222.png"",""https://play.pokemonshowdown.com/sprites/ani/grimmsnarl-gmax.gif""]","[""짓궂은마음"",""통찰""]","[""나쁜손버릇""]",거다이 오롱털,,"[""쏘겨모""]",[],
7951,869,alcremie-gmax,"[""페어리""]",65,60,75,110,121,64,495,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10223.png"",""https://play.pokemonshowdown.com/sprites/ani/alcremie-gmax.gif""]","[""스위트베일""]","[""아로마베일""]",거다이 마휘핑,,"[""마빌크""]",[],
7952,879,copperajah-gmax,"[""강철""]",122,130,69,80,69,30,500,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10224.png"",""https://play.pokemonshowdown.com/sprites/ani/copperajah-gmax.gif""]","[""우격다짐""]","[""헤비메탈""]",거다이 대왕끼리동,,"[""끼리동""]",[],
7953,884,duraludon-gmax,"[""강철"",""드래곤""]",70,95,115,120,50,85,535,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10225.png"",""https://play.pokemonshowdown.com/sprites/ani/duraludon-gmax.gif""]","[""라이트메탈"",""헤비메탈""]","[""굳건한신념""]",거다이 두랄루돈,,[],"[""브리두라스""]",
